Zone summary . Client-EPE
   Created - Fri Jul 21 13:12:30 2023. TARA Ver 2301.2.0.0 64-bit. LFCase-22SSWG_2025_SUM1_U1_04-study.raw. Rev-PTI35
 Zone, ZoneName    ,Buses, NTies,    TotGen, MaxGenOnl, MaxGenOff,   LoadAct,   LoadNom,  Load_DER, LdInDifZone, LdFrDifZone, shuntLoss, TotLosses, ZoneInterTies, ZoneInterExtLd,
 456, ASPR MNT    ,    37,    19,       0.0,       0.0,       0.0,      47.9,      47.9,       0.0,      33.7,       0.0,       0.0,       2.2,     -83.7,     -50.1,
 458, SOUTHERN    ,     2,     4,       0.0,       0.0,       0.0,     103.5,     103.5,       0.0,       0.0,     103.5,       0.0,       0.0,      -0.0,    -103.5,
 460, E MUNDAY    ,    31,    21,       0.0,       0.0,       0.0,      37.2,      37.2,       0.0,       5.3,       0.0,       0.0,       1.6,     -44.1,     -38.7,
 462, SONORA      ,    24,    12,       0.0,       0.0,       0.0,      44.8,      44.8,       0.0,       5.8,       0.0,       0.0,       0.9,     -51.5,     -45.7,
 466, MASON       ,    28,    22,       0.0,       0.0,       0.0,      17.8,      17.8,       0.0,      18.0,       0.0,       0.0,       1.8,     -37.7,     -19.6,
 472, PRESIDIO    ,    20,     9,       0.0,       0.0,       5.0,      37.1,      37.1,       0.0,      30.3,       0.0,       0.0,       1.1,     -68.5,     -38.2,
 474, SAN ANG     ,    55,    29,       0.0,       0.0,       3.8,     267.7,     267.7,       0.0,      22.7,       0.0,       0.0,       5.8,    -296.2,    -273.5,
 477, OKLUNION    ,    60,    50,       0.0,       0.0,       0.0,    1244.8,    1244.8,       0.0,       0.0,       0.0,       0.0,      25.0,   -1269.9,   -1269.9,
 478, CEDR HIL    ,    31,     9,       0.0,       0.0,       0.0,      22.9,      22.9,       0.0,      16.9,       0.0,       0.0,       1.6,     -41.4,     -24.5,
 479, BALLINGR    ,    35,    16,       0.0,       0.0,       0.0,      37.5,      37.5,       0.0,      19.0,       0.0,       0.0,       4.7,     -61.2,     -42.2,
 500, AUSTIN      ,     7,     8,       0.0,       0.0,       0.0,      49.4,      49.4,       0.0,       0.0,       0.0,       0.0,       0.2,     -49.6,     -49.6,
 502, BANDERA     ,     8,     4,       0.0,       0.0,       0.0,      73.7,      73.7,       0.0,       0.0,       0.0,       0.0,       0.8,     -74.6,     -74.6,
 504, BASTROP     ,    20,    21,       0.0,       0.0,       0.0,     268.3,     268.3,       0.0,       0.0,       0.0,       0.0,      17.5,    -285.8,    -285.8,
 505, L_BREWSTER  ,     2,     1,       0.0,       0.0,       0.0,       6.8,       6.8,       0.0,       0.0,       0.0,       0.0,       0.4,      -7.3,      -7.3,
 506, BLANCO      ,     7,     6,       0.0,       0.0,       0.0,      44.7,      44.7,       0.0,       0.0,       0.0,       0.0,       0.3,     -45.0,     -45.0,
 508, BURLESON    ,     3,     2,       0.0,       0.0,       0.0,      61.6,      61.6,       0.0,       0.0,       0.0,       0.0,       0.3,     -61.9,     -61.9,
 510, BURNET      ,    14,    19,       0.0,       0.0,       0.0,     185.9,     185.9,       0.0,       0.0,       0.0,       0.0,       4.2,    -190.1,    -190.1,
 511, L_COKE      ,     1,     7,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.0,      -1.0,      -1.0,
 512, CALDWELL    ,    14,    10,       0.0,       0.0,       0.0,     133.3,     133.3,       0.0,       0.0,       0.0,       0.0,       0.5,    -133.8,    -133.8,
 514, COLORADO    ,    30,    21,       0.0,       0.0,       0.0,      91.3,      91.3,       0.0,      22.9,       0.0,       0.0,       5.0,    -119.2,     -96.3,
 516, COMAL       ,    29,    14,       0.0,       0.0,       3.0,     651.0,     651.0,       0.0,       0.0,       0.0,       0.0,       8.5,    -659.6,    -659.6,
 517, CONCHO      ,     4,     6,     203.3,     257.0,     257.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.3,     202.1,     202.1,
 519, L_CRANE     ,     4,    16,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      10.1,     -10.1,     -10.1,
 522, CULBERSON   ,     2,     4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      -0.0,      -0.0,
 525, DEWITT      ,    12,     8,       0.0,       0.0,       0.0,      99.7,      99.7,       0.0,       8.3,       0.0,       0.0,       3.5,    -111.4,    -103.1,
 526, L_DIMMIT    ,     2,     3,       0.0,       0.0,       0.0,      14.7,      14.7,       0.0,      17.3,      14.7,       0.0,       4.6,     -22.0,     -19.3,
 527, L_ECTOR     ,     1,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.3,      -1.3,      -1.3,
 528, FAYETTE     ,    27,    26,       0.0,       0.0,       0.0,     121.5,     121.5,       0.0,       0.0,       0.0,       0.0,      21.2,    -142.6,    -142.6,
 529, EDWARDS     ,     0,     0,       0.0,       0.0,       0.0,       8.3,       8.3,       0.0,       0.0,       8.3,       0.0,       0.0,       0.0,      -8.3,
 531, GILLESPIE   ,    17,     8,       0.0,       0.0,       0.0,     118.8,     118.8,       0.0,       0.0,      13.3,       0.0,       0.9,    -106.4,    -119.7,
 534, GOLIAD      ,     2,     3,       0.0,       0.0,       0.0,       4.4,       4.4,       0.0,       7.5,       0.0,       0.0,       0.1,     -12.0,      -4.5,
 537, GONZALES    ,    21,    13,       0.0,       0.0,       4.8,     104.5,     104.5,       0.0,       8.4,       6.7,       0.0,       1.7,    -107.8,    -106.1,
 540, GUADALUPE   ,    53,    39,       0.0,       0.0,      11.7,     581.1,     581.1,       0.0,      23.0,      13.3,       0.0,      40.4,    -631.2,    -621.5,
 542, L_KARNES    ,     4,     6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      56.4,       0.0,       0.0,       4.1,     -60.4,      -4.1,
 543, HAYS        ,    30,    20,       0.0,       0.0,       0.0,     806.2,     806.2,       0.0,       0.0,       0.0,       0.0,      18.0,    -824.2,    -824.2,
 546, KENDALL     ,    20,    15,       0.0,       0.0,       0.0,     161.2,     161.2,       0.0,      13.3,       0.0,       0.0,       7.9,    -182.4,    -169.1,
 549, KERR        ,    13,     6,       0.0,       0.0,       0.0,     149.4,     149.4,       0.0,       0.0,       0.0,       0.0,       2.2,    -151.6,    -151.6,
 551, L_UVALDE    ,     1,     2,       0.0,       0.0,       0.0,       4.6,       4.6,       0.0,       0.0,       3.2,       0.0,       1.0,      -2.4,      -5.6,
 552, KIMBLE      ,     3,     3,       0.0,       0.0,       0.0,       6.4,       6.4,       0.0,       4.9,       0.0,       0.0,       0.0,     -11.3,      -6.4,
 553, KIMBLE      ,     1,     1,       0.0,       0.0,       0.0,      14.1,      14.1,       0.0,       0.0,       8.5,       0.0,       0.0,      -5.6,     -14.1,
 554, L_KINNEY    ,     2,     5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       8.4,       0.0,       0.0,       0.0,      -8.4,       0.0,
 555, LAMPASAS    ,     7,     6,       0.0,       0.0,       0.0,      38.0,      38.0,       0.0,      30.6,       0.0,       0.0,       0.2,     -68.8,     -38.2,
 558, LAVACA      ,     9,     5,       0.0,       0.0,       0.0,      56.6,      56.6,       0.0,       0.0,       0.0,       0.0,       0.4,     -57.0,     -57.0,
 561, LEE         ,     3,     3,       0.0,       0.0,       0.0,      85.2,      85.2,       0.0,       0.0,       0.0,       0.0,       0.5,     -85.7,     -85.7,
 562, L_ZAVALA    ,     0,     0,       0.0,       0.0,       0.0,       2.0,       2.0,       0.0,       0.0,       2.0,       0.0,       0.0,       0.0,      -2.0,
 564, LLANO       ,    17,    18,       0.0,       0.0,       0.0,     100.4,     100.4,       0.0,       0.0,       0.0,       0.0,       2.0,    -102.4,    -102.4,
 566, L_SCHLEICHER,     1,     6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,      -0.4,      -0.4,
 567, L_STERLING  ,     1,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.9,      -0.9,      -0.9,
 570, MASON       ,     4,     5,       0.0,       0.0,       0.0,      15.5,      15.5,       0.0,       0.0,       2.2,       0.0,       0.5,     -13.9,     -16.0,
 571, L_MAVERICK  ,     1,     2,       0.0,       0.0,       0.0,       9.6,       9.6,       0.0,       0.0,       0.0,       0.0,       0.8,     -10.4,     -10.4,
 572, MCCULLOCH   ,     6,     3,      31.3,     160.0,     160.0,      14.7,      14.7,       0.0,       0.0,      14.7,       0.0,       0.1,      31.1,      16.4,
 574, MIDLAND     ,     1,     4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       5.1,      -5.1,      -5.1,
 575, MILLS       ,     1,     4,       0.0,       0.0,       0.0,       5.9,       5.9,       0.0,       4.8,       0.0,       0.0,       0.9,     -11.6,      -6.8,
 576, NOLAN       ,     1,     6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.7,      -1.7,      -1.7,
 577, REAL        ,     1,     2,       0.0,       0.0,       0.0,      19.7,      19.7,       0.0,       0.0,       0.0,       0.0,       0.0,     -19.7,     -19.7,
 578, L_PECOS     ,    10,    27,       0.0,       0.0,       0.0,       0.4,       0.4,       0.0,       0.0,       0.0,       0.0,      12.3,     -12.7,     -12.7,
 579, SAN SABA    ,     3,     3,       0.0,       0.0,       0.0,      40.2,      40.2,       0.0,       0.0,       0.0,       0.0,       0.4,     -40.6,     -40.6,
 580, L_TAYLOR    ,     3,     2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      19.4,       0.0,       0.0,       0.0,     -19.4,      -0.0,
 581, TRAVIS      ,    44,    57,      22.4,      28.3,      28.3,     670.4,     670.4,       0.0,       0.0,       0.0,       0.0,      25.9,    -673.9,    -673.9,
 582, L_TOM GREEN ,     7,     8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       4.3,       0.0,       0.0,       1.0,      -5.3,      -1.0,
 583, WALLER      ,     6,     4,       0.0,       0.0,       0.0,     110.9,     110.9,       0.0,       0.0,       0.0,       0.0,       1.5,    -112.4,    -112.4,
 584, L_UPTON     ,    19,    22,     118.7,     150.0,     150.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.1,     115.6,     115.6,
 585, WASHNGTON   ,    14,     7,       0.0,       0.0,       0.0,     145.8,     145.8,       0.0,       0.0,       0.0,       0.0,       3.3,    -149.1,    -149.1,
 586, L_VAL VERDE ,     1,     1,       0.0,       0.0,       0.0,      26.4,      26.4,       0.0,       0.0,       6.9,       0.0,       0.0,     -19.5,     -26.4,
 587, WILLIAMSON  ,    24,    20,       0.0,       0.0,       0.0,    1048.8,    1048.8,       0.0,       0.0,       0.0,       0.0,       4.9,   -1053.7,   -1053.7,
 588, L_WHARTON   ,     1,     4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.0,      -3.0,      -3.0,
 589, WILSON      ,     2,     4,       0.0,       0.0,       0.0,      35.4,      35.4,       0.0,       0.0,       0.0,       0.0,       0.6,     -36.0,     -36.0,
 590, BORDEN      ,     4,    11,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,     400.0,       0.0,       0.0,       6.1,    -406.1,      -6.1,
 591, MARTIN      ,     2,     4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       4.8,      -4.8,      -4.8,
 592, STERLING    ,     1,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      -0.1,      -0.1,
 593, GLASSCOCK   ,     3,     8,       0.0,       0.0,       0.0,       5.8,       5.8,       0.0,       0.0,       0.0,       0.0,       0.9,      -6.7,      -6.7,
 594, DICKENS     ,     1,     9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.4,      -1.4,      -1.4,
 605, Zon_605     ,     0,     0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
 610, E VALLEY    ,    70,    37,       0.0,       0.0,      49.3,     421.9,     421.9,       0.0,      30.3,       0.0,       0.0,      11.8,    -464.0,    -433.6,
 612, CFE         ,    19,     5,     227.7,    6500.0,    6500.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      34.3,     193.4,     193.4,
 615, W VALLEY    ,   104,    60,       0.0,       0.0,      32.0,    1187.1,    1187.1,       0.0,      79.6,      36.2,       0.0,      40.1,   -1270.6,   -1227.2,
 620, N REGION    ,   131,    86,       8.1,      10.0,      21.4,     762.9,     762.9,       0.0,      14.3,     162.6,       0.0,      77.9,    -684.5,    -832.7,
 625, C REGION    ,   169,    84,       1.8,       9.0,      27.4,    1982.9,    1982.9,       0.0,     112.7,       0.0,       0.0,      48.9,   -2142.7,   -2030.0,
 626, TCCCWIND    ,     0,     0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
 630, W REGION    ,    70,    51,      16.2,      20.0,      40.7,     382.5,     382.5,       0.0,      91.6,      35.1,       0.0,      16.5,    -439.3,    -382.8,
 635, LAREDO      ,    56,    26,       8.1,   10109.0,   10113.8,     527.9,     527.9,       0.0,       6.5,       0.0,       0.0,      19.3,    -545.6,    -539.1,
 636, TRIANGLE    ,    32,    19,       0.0,       0.0,       2.8,     199.3,     199.3,       0.0,       4.3,       8.4,       0.0,       8.3,    -203.5,    -207.6,
 640, NORTH LI    ,    15,    33,       0.0,       0.0,       0.0,     617.7,     617.7,       0.0,       0.0,     313.4,       0.0,       5.6,    -309.8,    -623.3,
 645, CENT LI     ,    30,    33,       0.0,       0.0,       0.0,     988.3,     988.3,       0.0,       0.0,       5.7,       0.0,       1.9,    -984.4,    -990.2,
 650, NR COGEN    ,     0,     0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
 651, CR COGEN    ,     1,     5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.3,      -0.3,      -0.3,
 658, TCC_LCRA    ,     0,     0,       0.0,       0.0,       0.0,       8.3,       8.3,       0.0,       0.0,       8.3,       0.0,       0.0,       0.0,      -8.3,
 659, TCC_MEC     ,     2,     6,       0.0,       0.0,       0.0,       1.6,       1.6,       0.0,       0.0,       0.0,       0.0,       1.6,      -3.3,      -3.3,
 669, Zon_669     ,     2,     3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,
 670, SHACKFORD   ,     1,     7,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      -0.1,      -0.1,
 671, ROMNEY      ,     5,     5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      -0.2,      -0.2,
 672, BOSQUE      ,     4,     4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.9,      -0.9,      -0.9,
 673, HILL        ,     3,     9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      16.1,     -16.1,     -16.1,
 674, NAVARRO     ,     2,    11,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      21.3,     -21.3,     -21.3,
 675, BOSQUE      ,     6,    10,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       4.2,       0.0,       0.0,       1.4,      -5.6,      -1.4,
 691, BAST-AEU    ,     6,     4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.5,      -0.5,      -0.5,
 692, CALD-AEU    ,     8,    10,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       6.6,      -6.6,      -6.6,
 695, FAYE-AEU    ,     2,     7,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      25.1,     -25.1,     -25.1,
 709, TRAV-AEU    ,   140,    45,       4.1,       5.2,      20.5,    2893.3,    2893.3,       0.0,       0.0,       0.0,       0.0,      61.7,   -2950.9,   -2950.9,
 712, WILL-AEU    ,     4,     3,       0.0,       0.0,       0.0,      91.5,      91.5,       0.0,       0.0,       0.0,       0.0,       0.0,     -91.5,     -91.5,
 790, GRAY        ,    11,    12,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.1,      -3.1,      -3.1,
 800, BPUB        ,    17,    13,       0.0,       0.0,       0.0,     339.6,     339.6,       0.0,       0.0,       0.0,       0.0,       0.9,    -340.5,    -340.5,
 825, SU_CAPROCK  ,     1,     2,       0.0,       0.0,       0.0,      52.2,      52.2,       0.0,       0.0,      32.7,       0.0,       0.0,     -19.5,     -52.2,
 829, SHRY        ,    11,    13,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      20.3,       0.0,       0.0,       1.0,     -21.3,      -1.0,
 870, MEC         ,    59,    41,       0.0,       0.0,       0.0,     334.8,     334.8,       0.0,      23.9,     100.8,       0.0,      29.5,    -287.5,    -364.4,
 872, JEC         ,    17,    16,       0.0,       0.0,       0.0,     174.5,     174.5,       0.0,      51.9,       0.0,       0.0,       0.8,    -227.2,    -175.3,
 874, KEC         ,    21,    25,       0.0,       0.0,       0.0,     329.5,     329.5,       0.0,       8.5,      97.6,       0.0,      27.1,    -267.5,    -356.6,
 875, MVEC_E      ,    13,    18,       0.0,       0.0,       0.0,     176.0,     176.0,       0.0,       0.0,      14.4,       0.0,       2.7,    -164.2,    -178.6,
 876, MVEC_W      ,    20,    17,       0.0,       0.0,       0.0,     522.7,     522.7,       0.0,       0.0,      61.5,       0.0,       4.4,    -465.6,    -527.0,
 878, NEC         ,    14,    17,       0.0,       0.0,       0.0,     213.6,     213.6,       0.0,       0.0,      26.4,       0.0,       2.5,    -189.7,    -216.1,
 880, SPEC        ,    16,    10,       0.0,       0.0,       0.0,      66.1,      66.1,       0.0,      12.6,       0.0,       0.0,       0.3,     -78.9,     -66.3,
 882, VEC         ,    22,    29,       0.0,       0.0,       0.0,     147.1,     147.1,       0.0,       0.0,       0.0,       0.0,       7.5,    -154.5,    -154.5,
 884, WCEC        ,    16,    10,       0.0,       0.0,       0.0,      79.6,      79.6,       0.0,       8.2,       0.0,       0.0,       0.5,     -88.4,     -80.1,
 890, STEC        ,    54,   114,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      46.2,       0.0,       0.0,      45.3,     -91.5,     -45.3,
 891, LOAD-EX     ,     2,     4,       0.0,       0.0,       0.0,      16.7,      16.7,       0.0,       0.0,       0.0,       0.0,       3.2,     -19.9,     -19.9,
 900, E_BRAZORIA  ,    57,    21,    1515.7,    1687.6,    1978.0,     139.0,     139.0,       0.0,       0.0,       0.0,       0.0,       4.1,    1372.7,    1372.7,
 901, E_CALHOUN   ,     6,     4,      90.3,      96.0,     153.9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.3,      90.0,      90.0,
 902, E_CHAMBERS  ,    13,     5,    2575.8,    2644.9,    2644.9,       0.0,       0.0,       0.0,     220.0,       0.0,       0.0,       5.6,    2350.1,    2570.1,
 903, E_FORT BEND ,    45,    19,    5790.6,    5676.3,    5676.3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      12.9,    5777.8,    5777.8,
 904, E_GALVESTON ,    31,     9,    1115.2,    1155.2,    1185.1,       0.0,       0.0,       0.0,      10.6,       0.0,       0.0,       2.9,    1101.7,    1112.3,
 906, E_HARRIS    ,   128,    60,    6292.6,    6750.0,    6772.6,       0.0,       0.0,       0.0,      18.0,       0.0,       0.0,      17.3,    6257.3,    6275.3,
 907, E_JACKSON   ,     9,     3,     377.1,     507.4,     604.3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.8,     375.3,     375.3,
 911, E_MATAGORDA ,     5,     5,    2657.4,    2724.4,    2724.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.9,    2655.5,    2655.5,
 918, E_VICTORIA  ,    24,    17,     721.8,     739.0,     749.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.8,     720.0,     720.0,
 920, E_WHARTON   ,    36,     8,    2774.9,    3138.8,    3138.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       6.5,    2768.5,    2768.5,
 930, E_ANDERSON  ,     5,     1,      57.8,     299.2,     299.2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.3,      57.5,      57.5,
 932, E_BRAZOS    ,     6,     6,     251.0,     260.0,     260.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.8,     250.2,     250.2,
 935, E_CHEROKEE  ,     2,     2,     645.8,     669.0,     669.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.4,     644.5,     644.5,
 937, E_FREESTONE ,     6,     6,     889.1,     921.0,     921.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     888.7,     888.7,
 939, E_GRIMES    ,    11,     3,    1013.8,    1090.0,    1244.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.1,    1012.6,    1012.6,
 941, E_HENDERSON ,     1,     1,     226.9,     235.0,     235.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,     226.9,     226.9,
 942, E_HOPKINS   ,     9,     2,     427.5,     559.8,     731.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.9,     426.7,     426.7,
 948, E_NACOGDOCHE,     2,     1,      75.1,     105.0,     105.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      75.0,      75.0,
 951, E_ROBERTSON ,    10,     5,    1950.1,    2020.0,    2070.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       5.0,    1945.1,    1945.1,
 952, E_RUSK      ,     5,     5,    1593.9,    1651.0,    1651.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.6,    1593.3,    1593.3,
 960, E_VAN ZANDT ,     5,     2,     140.4,     179.6,     179.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     140.0,     140.0,
 970, E_ANDREWS   ,    20,     5,     858.1,    1244.6,    1284.9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.0,     856.1,     856.1,
 971, E_BORDEN    ,    39,     7,     584.7,    1404.3,    1404.3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       3.3,     581.4,     581.4,
 972, E_BREWSTER  ,     4,     2,      39.6,      50.0,     111.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      39.4,      39.4,
 973, E_CRANE     ,    19,     4,      54.6,     279.6,     479.6,     199.4,     199.4,       0.0,       0.0,       0.0,       0.0,       1.3,    -146.1,    -146.1,
 974, E_CROCKETT  ,    39,     4,     274.2,    1403.5,    1453.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.2,     273.0,     273.0,
 975, E_CULBERSON ,    11,     4,     365.0,     477.9,     477.9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.8,     363.2,     363.2,
 976, E_DAWSON    ,     9,     2,     157.0,     362.8,     362.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.5,     156.6,     156.6,
 977, E_ECTOR     ,    28,     9,    1956.6,    2040.6,    2070.5,     207.0,     207.0,       0.0,       0.0,       0.0,       0.0,       5.2,    1744.4,    1744.4,
 979, E_GLASSCOCK ,    20,     5,     224.2,    1149.5,    1149.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.8,     223.3,     223.3,
 980, E_HOWARD    ,    24,    11,     389.4,    1185.1,    1187.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.1,     388.4,     388.4,
 984, E_MARTIN    ,     3,     1,      22.6,     120.0,     120.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      22.5,      22.5,
 986, E_PECOS     ,    71,    21,    1181.1,    1921.0,    2309.7,       0.0,       0.0,       0.0,     160.3,       0.0,       0.0,       6.3,    1014.5,    1174.8,
 987, E_PRESIDIO  ,     1,     1,       7.6,      10.0,      10.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       7.6,       7.6,
 988, E_REAGAN    ,     3,     2,      58.6,     300.0,     300.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      58.4,      58.4,
 989, E_REEVES    ,    13,     7,      79.1,     400.0,     539.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      78.9,      78.9,
 991, E_UPTON     ,    21,     6,     644.3,     943.8,    1003.7,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.7,     642.7,     642.7,
 992, E_WARD      ,    10,     7,     312.6,     320.0,     429.9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     312.1,     312.1,
 993, E_WINKLER   ,     8,     3,     230.1,     405.8,     439.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.8,     227.3,     227.3,
 994, E_LYNN      ,    13,     2,     184.1,     848.5,     848.5,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     183.8,     183.8,
1000, E_ARCHER    ,     6,     2,      43.3,     229.6,     229.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      43.2,      43.2,
1001, E_BAYLOR    ,     8,     3,      64.3,     330.2,     330.2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      64.3,      64.3,
1003, E_BRISCO    ,    18,     3,     801.0,    1082.8,    1082.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       1.7,     799.3,     799.3,
1004, E_CARSON    ,    15,     3,     212.8,     752.4,     752.4,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     212.4,     212.4,
1006, E_CHILDRESS ,     5,     1,     183.3,     240.0,     240.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     182.9,     182.9,
1007, E_CLAY      ,     4,     1,      38.5,     204.1,     204.1,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.1,      38.4,      38.4,
1009, E_COOKE     ,    25,     5,     227.1,    1003.0,    1003.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.4,     226.7,     226.7,
1011, E_CROSBY    ,     3,     1,      72.8,     257.2,     257.2,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      72.5,      72.5,
1012, E_DEAF SMITH,     9,     2,     130.9,     462.9,     462.9,      41.4,      41.4,       0.0,       0.0,       0.0,       0.0,       0.1,      89.5,      89.5,
1013, E_DICKENS   ,     5,     2,      42.4,     150.0,     352.3,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.2,      42.2,      42.2,
1014, E_DONLEY    ,    10,     1,      49.2,     174.0,     174.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      49.2,      49.2,
1015, E_FANNIN    ,     7,     5,     160.1,     209.6,     209.6,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,      29.1,     131.0,     131.0,
1016, E_FLOYD     ,    16,     3,     198.6,     701.9,     701.9,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.3,     198.2,     198.2,
1019, E_GRAY      ,    11,     4,     199.9,     706.8,     706.8,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.5,     199.4,     199.4,
1020, E_GRAYSON   ,     6,     3,     645.9,     685.0,     765.0,       0.0,       0.0,       0.0,       0.0,       0.0,       0.0,       2.8,     643.1,     643.1,
